Date,Open,High,Low,Close,Volume
2020-01-02,100.0,100.1900508011809,99.87257582187335,100.06147618402899,108026
2020-01-03,100.06147618402899,100.66847310369702,99.91710744755456,100.48022810357726,107676
2020-01-06,100.48022810357726,100.53749965889577,100.07926594988618,100.20997102957595,103955
2020-01-07,100.20997102957595,100.26462887984695,99.09067786993737,99.19914282386118,107502
2020-01-08,99.19914282386118,99.25175044659605,98.55096751520252,98.71742688368246,100547
2020-01-09,98.71742688368246,98.8042146073507,97.42526902325666,97.60194378436485,103438
2020-01-10,97.60194378436485,97.81625145296812,97.52688233648013,97.73094654087193,102176
2020-01-13,97.73094654087193,99.43897771555034,97.66209869655412,99.36135116299506,102570
2020-01-14,99.36135116299506,99.49554698702597,98.76789448110867,98.83409231687894,109018
2020-01-15,98.83409231687894,98.88928905835495,97.96419298315548,98.15750388991975,104376
2020-01-16,98.15750388991975,98.93026477495005,97.9697887600156,98.7933784676117,100729
2020-01-17,98.7933784676117,99.35011057252001,98.7097991930162,99.27575137390025,104892
2020-01-20,99.27575137390025,99.61176111035017,99.08168104351739,99.46089777002197,100692
2020-01-21,99.46089777002197,99.51377247941771,98.3301500328486,98.41003206380805,101417
2020-01-22,98.41003206380805,98.52960752554901,98.28606356628721,98.4345340096079,103834
2020-01-23,98.4345340096079,99.50434123197373,98.31187694502646,99.3148968813164,104413
2020-01-24,99.3148968813164,99.44476050118023,97.58940696908631,97.77247946964539,102319
2020-01-27,97.77247946964539,97.94039207838954,97.23967427129575,97.29423622611168,106398
2020-01-28,97.29423622611168,97.43891656176564,95.04030981200316,95.13287659547169,104968
2020-01-29,95.13287659547169,95.26759675244695,93.58662570431854,93.71782710545895,101357
2020-01-30,93.71782710545895,93.79157169742015,91.64783216759248,91.70281693157226,108221
2020-01-31,91.70281693157226,91.82767876470695,91.42092056588986,91.49913639426907,101380
2020-02-03,91.49913639426907,91.55033287198958,90.0544147272618,90.162392774369,103594
2020-02-04,90.162392774369,90.66407727530887,89.99818131212984,90.50998433402285,101737
2020-02-05,90.50998433402285,90.91057544641896,90.36141769027972,90.73454078535966,109434
2020-02-06,90.73454078535966,90.89614023712443,90.42751531329039,90.585448388796,102833
2020-02-07,90.585448388796,90.63763144701662,87.7597143296962,87.90401797513087,108670
2020-02-10,87.90401797513087,87.99262435720381,87.2520568773432,87.388521145921,109617
2020-02-11,87.388521145921,87.47547368809293,87.23344671838593,87.39009314789521,102190
2020-02-12,87.39009314789521,87.61993735229515,87.25706663409886,87.56135219787983,100257
2020-02-13,87.56135219787983,87.68743334128408,85.8682070010024,86.00611992911067,100134
2020-02-14,86.00611992911067,86.15200241427873,85.4831496526827,85.56464713440694,101837
2020-02-17,85.56464713440694,85.64769465854967,84.54768417326702,84.61126624714916,104005
2020-02-18,84.61126624714916,84.76307695311705,83.70373021443108,83.84079209070967,101650
2020-02-19,83.84079209070967,85.1025187717576,83.77801579931118,84.95845553691568,109569
2020-02-20,84.95845553691568,85.01739180477244,84.02794658126984,84.18614782453339,104743
2020-02-21,84.18614782453339,84.34276557933322,84.06871115746496,84.20380498850751,108479
2020-02-24,84.20380498850751,85.30325917645288,84.12009367731802,85.14795517462396,100150
2020-02-25,85.14795517462396,85.21572646333043,84.44157011856669,84.60273534588332,101324
2020-02-26,84.60273534588332,84.71783413289518,84.47815136305894,84.5400935013514,104581
2020-02-27,84.5400935013514,84.82638872998326,84.43258390616263,84.7028813454385,101626
2020-02-28,84.7028813454385,84.93846659827321,84.6488975640653,84.8185330749265,101629
2020-03-02,84.8185330749265,84.87318746725079,83.4596264012248,83.62253493719177,100241
2020-03-03,83.62253493719177,83.87404878101795,83.50855206247688,83.74911292705201,102696
2020-03-04,83.74911292705201,85.28827855534519,83.6062788236062,85.1649654691525,107633
2020-03-05,85.1649654691525,85.31279722071916,83.55772887835529,83.63491417137085,107924
2020-03-06,83.63491417137085,84.6917642728777,83.49250942620368,84.54758788811026,105089
2020-03-09,84.54758788811026,84.80334553147638,84.41617870488055,84.7194095805717,101840
2020-03-10,84.7194095805717,84.85352642096414,83.99482436440825,84.11810130969388,104498
2020-03-11,84.11810130969388,86.34304359762402,83.95610295029067,86.18782707096153,106171
2020-03-12,86.18782707096153,87.18799088663957,86.08869064269928,87.02790986618392,101471
2020-03-13,87.02790986618392,87.09250794146475,85.73131439273625,85.82766733439249,104063
2020-03-16,85.82766733439249,86.00233137643781,85.69564878773059,85.95591058392125,108229
2020-03-17,85.95591058392125,86.73016598538675,85.8052657197881,86.6023226697352,104175
2020-03-18,86.6023226697352,86.6735110268326,86.3714123164511,86.45809641693019,104705
2020-03-19,86.45809641693019,87.3358468452055,86.32802145741998,87.21848873548365,108168
2020-03-20,87.21848873548365,87.38570461471167,87.13025827675507,87.20120134706694,106713
2020-03-23,87.20120134706694,88.04575813563936,87.0854373956649,87.95173953468303,101609
2020-03-24,87.95173953468303,89.60146234073947,87.80628868114546,89.52275734995703,106097
2020-03-25,89.52275734995703,89.62882078627784,88.79749500741367,88.85062523139935,109238
2020-03-26,88.85062523139935,89.25294466124139,88.70919608490699,89.12052351703925,102119
2020-03-27,89.12052351703925,89.17859876821113,88.63212121560238,88.6785132659033,108934
2020-03-30,88.6785132659033,88.96231785788156,88.50669642563089,88.8671520557815,105864
2020-03-31,88.8671520557815,88.92941076364178,87.54899248271,87.65444118749997,106683
2020-04-01,87.65444118749997,87.78536793815228,87.00070102066024,87.09769355956685,103311
2020-04-02,87.09769355956685,87.2497512212569,86.807462653067,86.94489357509921,100494
2020-04-03,86.94489357509921,88.02845087867031,86.8331738814759,87.93477566175125,100266
2020-04-06,87.93477566175125,89.29032703968686,87.79440772871712,89.19599461084884,106633
2020-04-07,89.19599461084884,89.31277736463014,87.77778844369261,87.83287167346654,109828
2020-04-08,87.83287167346654,87.90512182284527,86.93101385426444,87.04802274497415,106003
2020-04-09,87.04802274497415,87.85245445381251,86.93162534631766,87.77599152472482,103578
2020-04-10,87.77599152472482,87.86330918731989,85.56728743515124,85.73001765456692,107722
2020-04-13,85.73001765456692,85.83170533315977,85.25724462562289,85.3049649367665,109454
2020-04-14,85.3049649367665,85.35804997677842,85.15602217564737,85.25655922233145,102138
2020-04-15,85.25655922233145,86.73480812390332,85.13322628505651,86.59373842011779,101038
2020-04-16,86.59373842011779,87.48163354185944,86.47890469475703,87.36207139555185,109533
2020-04-17,87.36207139555185,87.44502524753004,87.01823443201165,87.07145613224077,100451
2020-04-20,87.07145613224077,87.12511999976589,86.61803674220397,86.7385897283858,108861
2020-04-21,86.7385897283858,86.8812548823982,86.45810850503689,86.5302137278534,101440
2020-04-22,86.5302137278534,88.22552449874327,86.46156725256597,88.1641077517958,101143
2020-04-23,88.1641077517958,88.22580587282575,87.60461052314936,87.76416897055746,102765
2020-04-24,87.76416897055746,87.82525514638898,87.42728600226873,87.49700038892996,103152
2020-04-27,87.49700038892996,87.97438110802163,87.393628271578,87.91970441825201,103307
2020-04-28,87.91970441825201,88.08319889374056,87.70225302871148,87.84503901888942,100324
2020-04-29,87.84503901888942,87.92443920241449,87.5528993667958,87.68978075385922,108540
2020-04-30,87.68978075385922,87.77392925900313,86.45493244506191,86.5700869799756,108309
2020-05-01,86.5700869799756,86.76155763611813,86.42200290572326,86.61006005828077,106802
2020-05-04,86.61006005828077,86.73390250042567,86.09767170439461,86.20100293796526,109150
2020-05-05,86.20100293796526,87.52726069072996,86.07768566660161,87.45898014606503,109377
2020-05-06,87.45898014606503,88.29849920290788,87.30781823465912,88.19687698684903,109898
2020-05-07,88.19687698684903,88.38532962375953,88.06307020144473,88.22424241784127,103755
2020-05-08,88.22424241784127,89.07938213411288,88.09519306450979,88.98478587638265,106119
2020-05-11,88.98478587638265,89.12416473351283,88.57690013332021,88.67525811648731,107631
2020-05-12,88.67525811648731,89.90600517880719,88.5566562722907,89.84803418821325,106659
2020-05-13,89.84803418821325,90.03914490501293,89.74972929801768,89.89612132978426,107912
2020-05-14,89.89612132978426,90.73017316677277,89.75080978878886,90.57938473329884,106784
2020-05-15,90.57938473329884,90.73687059619515,89.13505826444485,89.23059257312555,103871
2020-05-18,89.23059257312555,89.79084077838019,89.12352195367836,89.65534452300584,105701
2020-05-19,89.65534452300584,89.75002945993654,87.74931411300503,87.8928594685078,101991
2020-05-20,87.8928594685078,87.94527156270223,85.69118548700844,85.7989046130314,109524
2020-05-21,85.7989046130314,85.90856971427039,85.4507587289002,85.53689856474757,108952
2020-05-22,85.53689856474757,85.67685317079857,84.51716094405052,84.6644965060451,106078
2020-05-25,84.6644965060451,84.94870764001385,84.57378324846222,84.88196857214133,107673
2020-05-26,84.88196857214133,87.29781134018742,84.73197418439213,87.21937009034257,103357
2020-05-27,87.21937009034257,87.33311985397145,86.25622409043442,86.4011932487292,103815
2020-05-28,86.4011932487292,86.54137895532367,85.70564708190926,85.8061203200147,105128
2020-05-29,85.8061203200147,86.22789015571118,85.67146165123043,86.06910298072951,102641
2020-06-01,86.06910298072951,86.68959742574494,86.0216285932606,86.62994298351121,100186
2020-06-02,86.62994298351121,86.69720293205425,86.4047116248063,86.49853638012499,103955
2020-06-03,86.49853638012499,86.64552381502536,86.18209755860526,86.33668343599491,107241
2020-06-04,86.33668343599491,87.24404591515284,86.21846183520377,87.11626530743759,102606
2020-06-05,87.11626530743759,87.85075702420764,86.99981362077494,87.71204400634055,106939
2020-06-08,87.71204400634055,87.88704328278094,86.54691701030687,86.6766813918907,105989
2020-06-09,86.6766813918907,86.84212723566029,86.51492950987296,86.64632931361557,104210
2020-06-10,86.64632931361557,86.88805400291513,86.52715617958815,86.73500682211848,107255
2020-06-11,86.73500682211848,86.87947904302925,85.5926090110596,85.68951905556477,108514
2020-06-12,85.68951905556477,86.1020849664071,85.6230903525441,86.00811861782151,109515
2020-06-15,86.00811861782151,86.13384904124021,85.09425336559302,85.17422881949706,107555
2020-06-16,85.17422881949706,86.2858372234936,85.09421757428775,86.21887374328406,100914
2020-06-17,86.21887374328406,86.61177036432488,86.12005679300275,86.47002509357121,103366
2020-06-18,86.47002509357121,86.75632298743821,86.29720712753999,86.61457511741297,105281
2020-06-19,86.61457511741297,86.75159442266646,85.9637108760942,86.05224382650353,100774
2020-06-22,86.05224382650353,86.15268387957242,85.88070533481131,85.98139547498492,104182
2020-06-23,85.98139547498492,86.07316088133835,83.88296093661995,83.9717561434404,101322
2020-06-24,83.9717561434404,84.06661537506574,82.76833800198018,82.88206393056292,105540
2020-06-25,82.88206393056292,83.33847981093685,82.72277721260194,83.29266810611624,101842
2020-06-26,83.29266810611624,83.43980295301668,81.0661985749697,81.2151153691066,102710
2020-06-29,81.2151153691066,82.1967616570234,81.12856376130821,82.0889333432628,103039
2020-06-30,82.0889333432628,82.17769429752386,80.34575970511194,80.41816433713426,109732
2020-07-01,80.41816433713426,81.30402700770908,80.27127268650929,81.19668149094645,104475
2020-07-02,81.19668149094645,81.32517201815321,80.32179778335224,80.4215808604781,105558
2020-07-03,80.4215808604781,81.30869124255395,80.29867161585364,81.22160614274286,109279
2020-07-06,81.22160614274286,81.54008960057175,81.17206606905341,81.39797191530494,100138
2020-07-07,81.39797191530494,81.55093457872216,79.80177859633189,79.94566773075445,102784
2020-07-08,79.94566773075445,81.27978411034576,79.86816458353627,81.19200350193476,104245
2020-07-09,81.19200350193476,82.70378730561286,81.09118004851197,82.6453798130754,108985
2020-07-10,82.6453798130754,82.78096451275218,82.56384689540377,82.62970538356383,107225
2020-07-13,82.62970538356383,82.79409084374464,82.31452908727304,82.40767975636162,106804
2020-07-14,82.40767975636162,82.46717663619617,82.1556622208306,82.29903317539149,103783
2020-07-15,82.29903317539149,82.4281614706404,81.24364153635935,81.38536347493559,108534
2020-07-16,81.38536347493559,82.65049739875583,81.2868458397709,82.50710128603937,101860
2020-07-17,82.50710128603937,82.66228542074273,81.88361171089959,82.01909627162736,104032
2020-07-20,82.01909627162736,82.07528526790682,81.92056112992816,82.01792463274941,103565
2020-07-21,82.01792463274941,82.0702286828719,81.20019474424508,81.286361092217,100032
2020-07-22,81.286361092217,81.44745500193518,80.61797636935034,80.72443846022459,100914
2020-07-23,80.72443846022459,80.77893833199933,79.47136130214065,79.53514937881818,107869
2020-07-24,79.53514937881818,80.84446061197906,79.45761515187537,80.7826448161951,109440
2020-07-27,80.7826448161951,80.8927054665625,80.5558963518121,80.68174318272213,102454
2020-07-28,80.68174318272213,81.76083933617419,80.54815269436544,81.66533910835476,100773
2020-07-29,81.66533910835476,81.86025130252102,81.61755980515194,81.72739620452461,101424
2020-07-30,81.72739620452461,81.79162052420666,80.96572017418931,81.09541113543459,100585
2020-07-31,81.09541113543459,81.24719268391834,80.68663861872471,80.82615627645463,107994
2020-08-03,80.82615627645463,80.89290189147802,80.23746601112711,80.33127610095406,100484
2020-08-04,80.33127610095406,80.52008077298522,80.28358495912715,80.38714724174429,106863
2020-08-05,80.38714724174429,80.43549249717556,79.9513185128795,80.07337996173666,107935
2020-08-06,80.07337996173666,80.17027706964404,79.7638403640116,79.8332350434811,102124
2020-08-07,79.8332350434811,79.87705051581837,78.44536815852453,78.5604620631038,102290
2020-08-10,78.5604620631038,78.63672196527772,77.76406221325395,77.84696407368988,102675
2020-08-11,77.84696407368988,79.51575683170553,77.73363872313197,79.43883255506148,107591
2020-08-12,79.43883255506148,79.56431593494676,78.77667914284493,78.84663205773992,109392
2020-08-13,78.84663205773992,78.93987026787974,77.80196987699775,77.89659909664938,107553
2020-08-14,77.89659909664938,78.30444990113959,77.796345230397,78.25865594522745,102685
2020-08-17,78.25865594522745,79.78588627423954,78.1454532519437,79.62718590943112,107165
2020-08-18,79.62718590943112,79.7731464397551,78.22260338189713,78.28560385957076,107024
2020-08-19,78.28560385957076,78.4323491203711,77.98485855267913,78.13668411618733,104231
2020-08-20,78.13668411618733,78.20465234970165,77.51848103598986,77.59092823763734,101295
2020-08-21,77.59092823763734,77.67559277249428,75.92492896890619,75.9978131666885,103145
2020-08-24,75.9978131666885,76.77814420197383,75.93059548919359,76.71364572748566,108150
2020-08-25,76.71364572748566,76.79083895574445,76.66752437969956,76.73809229337239,105160
2020-08-26,76.73809229337239,76.89215466937462,76.65104180094089,76.84992287883962,101175
2020-08-27,76.84992287883962,76.94636989109384,76.0759272654448,76.2022518889072,109143
2020-08-28,76.2022518889072,76.71633193664194,76.0830448653008,76.66384016816586,105160
2020-08-31,76.66384016816586,76.72244634347122,76.153238399679,76.21370320261623,103489
2020-09-01,76.21370320261623,76.35018011140274,76.07503618405302,76.12873723190891,100352
2020-09-02,76.12873723190891,76.22209878625954,75.08814881927391,75.1619685386591,105718
2020-09-03,75.1619685386591,75.22026080032947,73.98775116050068,74.11020959095175,105500
2020-09-04,74.11020959095175,75.45576926203418,74.01889712673912,75.34239426524645,101510
2020-09-07,75.34239426524645,75.41011180703393,74.78789727962466,74.9291219108084,108466
2020-09-08,74.9291219108084,75.33342903390269,74.81788396102688,75.23634361971936,105040
2020-09-09,75.23634361971936,75.32054240999399,75.12865331405658,75.25097820075658,100843
